Time [s],Flags,FrameId,PayloadLength,HeaderCRC,CycleCount,Data,CRC
0.009924910000000,4,12,17,1624,24,218|12|0|0|0|2|128|208|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128,3354372
0.009976890000000,0,13,17,1965,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4410039
0.010185890000000,4,17,17,1931,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18|3|130|13|0|85|0|0|0|48,334454
0.010238100000000,4,18,17,1428,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|154|42|0|120|0|104|255|7|0|16,4694054
0.010290360000000,4,19,17,1121,24,0|176|246|211|128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|95|230|255|215|255|215|30|8|0|144,7301546
0.010342570000000,4,20,17,426,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|2|127|114|133|121|254|0|0|48,8230085
0.010394770000000,0,21,17,95,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,684383
0.010499030000000,4,23,17,949,24,255|254|1|255|254|1|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128|0|30|0|0|14|0|144,9797167
0.010551170000000,7,24,17,1392,24,14|234|63|0|0|0|0|0|230|10|0|0|0|0|0|0|123|10|0|0|0|0|0|255|252|10|0|0|0|12|0|0|0|240,12599761
0.010603350000000,4,25,17,934,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|37|10|132|10|0|0|17|0|0|48,11812575
0.010655550000000,4,26,17,441,24,49|229|255|253|191|255|247|255|121|227|255|0|128|255|247|255|156|227|255|251|255|0|0|0|29|42|166|0|0|0|0|50|0|116,16111854
0.010759900000000,4,28,17,1415,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|251|0|0|254|5|0|0|0|0|48,798764
0.010812100000000,4,29,17,1138,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|37|12|145|8|0|40|18|0|16,12111260
0.010916520000000,4,31,17,1944,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|52|5|2|2|76|124|127|25|0|48,14876419
0.010968710000000,4,32,17,543,24,122|5|96|128|253|17|216|62|100|229|127|27|156|100|48|18|132|5|0|0|32|120|126|254|0|0|46|129|1|0|124|16|0|240,1600308
0.011020920000000,4,33,17,1002,24,84|3|0|2|0|8|255|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128,15178007
0.011073120000000,4,34,17,501,24,109|5|255|255|224|255|31|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128,14946367
0.011125320000000,0,35,17,0,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11745687
0.011177490000000,0,36,17,1483,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,15805418
0.011282120000000,0,38,17,1569,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11856097
0.011334000000000,0,39,17,2004,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,3719041
0.011542860000000,0,43,17,1069,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1843829
0.011647400000000,7,45,17,1840,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|221|2|0|68|129|0|64|220|0|48,10657580
0.011855950000000,0,49,17,53,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1104534
0.011908150000000,4,50,17,554,24,0|0|0|0|0|0|0|0|0|192|18|100|112|34|74|50|0|0|0|0|0|0|0|0|20|0|32|4|138|124|115|28|0|80,1292563
0.011960350000000,0,51,17,991,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5577117
0.012012670000000,4,52,4,334,24,80|19|4|9|0|2|0|0,4676940
0.012129680000000,4,63,4,1916,24,32|19|0|0|0|0|1|0,52272
0.012165720000000,4,65,17,173,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32,10896807
0.012228610000000,4,67,4,1053,24,5|0|0|128|247|254|254|254,16378300
0.012336530000000,4,77,31,360,24,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|216|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32,376323
0.012417690000000,4,78,44,1066,24,249|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|255|252|255|255|255|255|255|255|255|255|255|255|255|255|255|255|255|255|227|255|255|255|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|132,12352254
0.014402760000000,0,2,17,1611,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4907330
0.014454960000000,0,3,17,1982,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13022754
0.014507160000000,0,4,17,629,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8692831
0.014559540000000,0,5,17,896,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,586559
0.014611760000000,4,6,17,415,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25|7|0|200|100|1|0|0|0|48,5593691
0.014663760000000,0,7,17,106,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5058612
0.014715940000000,7,8,17,1711,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|66|57|68|149|107|170|0|0|0|20,9381786
0.014768140000000,0,9,17,121,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2911947
0.014925030000000,0,12,17,1624,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2867133
